"Chapter","Code","CodeLength","Description","DescriptionSource"
"6","G230","4","Hallervorden-Spatz disease","Edition5"
"6","G231","4","Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]","Edition5"
"6","G232","4","Multiple system atrophy, parkinsonian type [MSA-P]","Edition5"
"6","G233","4","Multiple system atrophy, cerebellar type [MSA-C]","Edition5"
"6","G238","4","Other specified degenerative diseases of basal ganglia","Edition5"
"6","G239","4","Degenerative disease of basal ganglia, unspecified","Edition5"
"6","G24","3","Dystonia","Edition5"
"6","G240","4","Drug-induced dystonia","Edition5"
"6","G241","4","Idiopathic familial dystonia","Edition5"
"6","G242","4","Idiopathic nonfamilial dystonia","Edition5"
"6","G243","4","Spasmodic torticollis","Edition5"
"6","G244","4","Idiopathic orofacial dystonia","Edition5"
"6","G245","4","Blepharospasm","Edition5"
"6","G248","4","Other dystonia","Edition5"
"6","G249","4","Dystonia, unspecified","Edition5"
"6","G25","3","Other extrapyramidal and movement disorders","Edition5"
"6","G250","4","Essential tremor","Edition5"
"6","G251","4","Drug-induced tremor","Edition5"
"6","G252","4","Other specified forms of tremor","Edition5"
"6","G253","4","Myoclonus","Edition5"
"6","G254","4","Drug-induced chorea","Edition5"
"6","G255","4","Other chorea","Edition5"
"6","G256","4","Drug-induced tics and other tics of organic origin","Edition5"
"6","G258","4","Other specified extrapyramidal and movement disorders","Edition5"
"6","G259","4","Extrapyramidal and movement disorder, unspecified","Edition5"
"6","G26","3","Extrapyramidal and movement disorders in diseases classified elsewhere","Edition5"
"6","G26X","4","Extrapyramidal and movement disorders in diseases classified elsewhere","Edition5"
"6","G30","3","Alzheimer disease","Edition5"
"6","G300","4","Alzheimer disease with early onset","Edition5"
"6","G301","4","Alzheimer disease with late onset","Edition5"
"6","G308","4","Other Alzheimer disease","Edition5"
"6","G309","4","Alzheimer disease, unspecified","Edition5"
"6","G31","3","Other degenerative diseases of nervous system, not elsewhere classified","Edition5"
"6","G310","4","Circumscribed brain atrophy","Edition5"
"6","G311","4","Senile degeneration of brain, not elsewhere classified","Edition5"
"6","G312","4","Degeneration of nervous system due to alcohol","Edition5"
"6","G318","4","Other specified degenerative diseases of nervous system","Edition5"
"6","G319","4","Degenerative disease of nervous system, unspecified","Edition5"
"6","G32","3","Other degenerative disorders of nervous system in diseases classified elsewhere","Edition5"
"6","G320","4","Subacute combined degeneration of spinal cord in diseases classified elsewhere","Edition5"
"6","G328","4","Other specified degenerative disorders of nervous system in diseases classified elsewhere","Edition5"
"6","G35","3","Multiple sclerosis","Edition5"
"6","G35X","4","Multiple sclerosis","Edition5"
"6","G36","3","Other acute disseminated demyelination","Edition5"
"6","G360","4","Neuromyelitis optica [Devic]","Edition5"
"6","G361","4","Acute and subacute haemorrhagic leukoencephalitis [Hurst]","Edition5"
"6","G368","4","Other specified acute disseminated demyelination","Edition5"
"6","G369","4","Acute disseminated demyelination, unspecified","Edition5"
"6","G37","3","Other demyelinating diseases of central nervous system","Edition5"
"6","G370","4","Diffuse sclerosis","Edition5"
"6","G371","4","Central demyelination of corpus callosum","Edition5"
"6","G372","4","Central pontine myelinolysis","Edition5"
"6","G373","4","Acute transverse myelitis in demyelinating disease of central nervous system","Edition5"
"6","G374","4","Subacute necrotizing myelitis","Edition5"
"6","G375","4","Concentric sclerosis [Baló]","Edition5"
"6","G378","4","Other specified demyelinating diseases of central nervous system","Edition5"
"6","G379","4","Demyelinating disease of central nervous system, unspecified","Edition5"
"6","G40","3","Epilepsy","Edition5"
"6","G400","4","Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset","Edition5"
"6","G401","4","Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures","Edition5"
"6","G402","4","Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures","Edition5"
"6","G403","4","Generalized idiopathic epilepsy and epileptic syndromes","Edition5"
"6","G404","4","Other generalized epilepsy and epileptic syndromes","Edition5"
"6","G405","4","Special epileptic syndromes","Edition5"
"6","G406","4","Grand mal seizures, unspecified (with or without petit mal)","Edition5"
"6","G407","4","Petit mal, unspecified, without grand mal seizures","Edition5"
"6","G408","4","Other epilepsy","Edition5"
"6","G409","4","Epilepsy, unspecified","Edition5"
"6","G41","3","Status epilepticus","Edition5"
"6","G410","4","Grand mal status epilepticus","Edition5"
"6","G411","4","Petit mal status epilepticus","Edition5"
"6","G412","4","Complex partial status epilepticus","Edition5"
"6","G418","4","Other status epilepticus","Edition5"
"6","G419","4","Status epilepticus, unspecified","Edition5"
"6","G43","3","Migraine","Edition5"
"6","G430","4","Migraine without aura [common migraine]","Edition5"
"6","G431","4","Migraine with aura [classical migraine]","Edition5"
"6","G432","4","Status migrainosus","Edition5"
"6","G433","4","Complicated migraine","Edition5"
"6","G438","4","Other migraine","Edition5"
"6","G439","4","Migraine, unspecified","Edition5"
"6","G44","3","Other headache syndromes","Edition5"
"6","G440","4","Cluster headache syndrome","Edition5"
"6","G441","4","Vascular headache, not elsewhere classified","Edition5"
"6","G442","4","Tension-type headache","Edition5"
"6","G443","4","Chronic post-traumatic headache","Edition5"
"6","G444","4","Drug-induced headache, not elsewhere classified","Edition5"
"6","G448","4","Other specified headache syndromes","Edition5"
"6","G45","3","Transient cerebral ischaemic attacks and related syndromes","Edition5"
"6","G450","4","Vertebro-basilar artery syndrome","Edition5"
"6","G451","4","Carotid artery syndrome (hemispheric)","Edition5"
"6","G452","4","Multiple and bilateral precerebral artery syndromes","Edition5"
"6","G453","4","Amaurosis fugax","Edition5"
"6","G454","4","Transient global amnesia","Edition5"
"6","G458","4","Other transient cerebral ischaemic attacks and related syndromes","Edition5"
"6","G459","4","Transient cerebral ischaemic attack, unspecified","Edition5"
"6","G46","3","Vascular syndromes of brain in cerebrovascular diseases","Edition5"
"6","G460","4","Middle cerebral artery syndrome","Edition5"
"6","G461","4","Anterior cerebral artery syndrome","Edition5"
"6","G462","4","Posterior cerebral artery syndrome","Edition5"
"6","G463","4","Brain stem stroke syndrome","Edition5"
"6","G464","4","Cerebellar stroke syndrome","Edition5"
"6","G465","4","Pure motor lacunar syndrome","Edition5"
"6","G466","4","Pure sensory lacunar syndrome","Edition5"
"6","G467","4","Other lacunar syndromes","Edition5"
"6","G468","4","Other vascular syndromes of brain in cerebrovascular diseases","Edition5"
"6","G47","3","Sleep disorders","Edition5"
"6","G470","4","Disorders of initiating and maintaining sleep [insomnias]","Edition5"
"6","G471","4","Disorders of excessive somnolence [hypersomnias]","Edition5"
"6","G472","4","Disorders of the sleep-wake schedule","Edition5"
"6","G473","4","Sleep apnoea","Edition5"
"6","G474","4","Narcolepsy and cataplexy","Edition5"
"6","G478","4","Other sleep disorders","Edition5"
"6","G479","4","Sleep disorder, unspecified","Edition5"
"6","G50","3","Disorders of trigeminal nerve","Edition5"
"6","G500","4","Trigeminal neuralgia","Edition5"
"6","G501","4","Atypical facial pain","Edition5"
"6","G508","4","Other disorders of trigeminal nerve","Edition5"
"6","G509","4","Disorder of trigeminal nerve, unspecified","Edition5"
"6","G51","3","Facial nerve disorders","Edition5"
"6","G510","4","Bell palsy","Edition5"
"6","G511","4","Geniculate ganglionitis","Edition5"
"6","G512","4","Melkersson syndrome","Edition5"
"6","G513","4","Clonic hemifacial spasm","Edition5"
"6","G514","4","Facial myokymia","Edition5"
"6","G518","4","Other disorders of facial nerve","Edition5"
"6","G519","4","Disorder of facial nerve, unspecified","Edition5"
"6","G52","3","Disorders of other cranial nerves","Edition5"
"6","G520","4","Disorders of olfactory nerve","Edition5"
"6","G521","4","Disorders of glossopharyngeal nerve","Edition5"
"6","G522","4","Disorders of vagus nerve","Edition5"
"6","G523","4","Disorders of hypoglossal nerve","Edition5"
"6","G527","4","Disorders of multiple cranial nerves","Edition5"
"6","G528","4","Disorders of other specified cranial nerves","Edition5"
"6","G529","4","Cranial nerve disorder, unspecified","Edition5"
"6","G53","3","Cranial nerve disorders in diseases classified elsewhere","Edition5"
"6","G530","4","Postzoster neuralgia","Edition5"
"6","G531","4","Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere","Edition5"
"6","G532","4","Multiple cranial nerve palsies in sarcoidosis","Edition5"
"6","G533","4","Multiple cranial nerve palsies in neoplastic disease","Edition5"
"6","G538","4","Other cranial nerve disorders in other diseases classified elsewhere","Edition5"
"6","G54","3","Nerve root and plexus disorders","Edition5"
"6","G540","4","Brachial plexus disorders","Edition5"
"6","G541","4","Lumbosacral plexus disorders","Edition5"
"6","G542","4","Cervical root disorders, not elsewhere classified","Edition5"
"6","G543","4","Thoracic root disorders, not elsewhere classified","Edition5"
"6","G544","4","Lumbosacral root disorders, not elsewhere classified","Edition5"
"6","G545","4","Neuralgic amyotrophy","Edition5"
"6","G546","4","Phantom limb syndrome with pain","Edition5"
"6","G547","4","Phantom limb syndrome without pain","Edition5"
"6","G548","4","Other nerve root and plexus disorders","Edition5"
"6","G549","4","Nerve root and plexus disorder, unspecified","Edition5"
"6","G55","3","Nerve root and plexus compressions in diseases classified elsewhere","Edition5"
"6","G550","4","Nerve root and plexus compressions in neoplastic disease","Edition5"
"6","G551","4","Nerve root and plexus compressions in intervertebral disc disorders","Edition5"
"6","G552","4","Nerve root and plexus compressions in spondylosis","Edition5"
"6","G553","4","Nerve root and plexus compressions in other dorsopathies","Edition5"
"6","G558","4","Nerve root and plexus compressions in other diseases classified elsewhere","Edition5"
"6","G56","3","Mononeuropathies of upper limb","Edition5"
"6","G560","4","Carpal tunnel syndrome","Edition5"
"6","G561","4","Other lesions of median nerve","Edition5"
"6","G562","4","Lesion of ulnar nerve","Edition5"
"6","G563","4","Lesion of radial nerve","Edition5"
"6","G564","4","Causalgia","Edition5"
"6","G568","4","Other mononeuropathies of upper limb","Edition5"
"6","G569","4","Mononeuropathy of upper limb, unspecified","Edition5"
"6","G57","3","Mononeuropathies of lower limb","Edition5"
"6","G570","4","Lesion of sciatic nerve","Edition5"
"6","G571","4","Meralgia paraesthetica","Edition5"
"6","G572","4","Lesion of femoral nerve","Edition5"
"6","G573","4","Lesion of lateral popliteal nerve","Edition5"
"6","G574","4","Lesion of medial popliteal nerve","Edition5"
"6","G575","4","Tarsal tunnel syndrome","Edition5"
"6","G576","4","Lesion of plantar nerve","Edition5"
"6","G578","4","Other mononeuropathies of lower limb","Edition5"
"6","G579","4","Mononeuropathy of lower limb, unspecified","Edition5"
"6","G58","3","Other mononeuropathies","Edition5"
"6","G580","4","Intercostal neuropathy","Edition5"
"6","G587","4","Mononeuritis multiplex","Edition5"
"6","G588","4","Other specified mononeuropathies","Edition5"
"6","G589","4","Mononeuropathy, unspecified","Edition5"
"6","G59","3","Mononeuropathy in diseases classified elsewhere","Edition5"
"6","G590","4","Diabetic mononeuropathy","Edition5"
"6","G598","4","Other mononeuropathies in diseases classified elsewhere","Edition5"
"6","G60","3","Hereditary and idiopathic neuropathy","Edition5"
"6","G600","4","Hereditary motor and sensory neuropathy","Edition5"
"6","G601","4","Refsum disease","Edition5"
"6","G602","4","Neuropathy in association with hereditary ataxia","Edition5"
"6","G603","4","Idiopathic progressive neuropathy","Edition5"
"6","G608","4","Other hereditary and idiopathic neuropathies","Edition5"
"6","G609","4","Hereditary and idiopathic neuropathy, unspecified","Edition5"
"6","G61","3","Inflammatory polyneuropathy","Edition5"
"6","G610","4","Guillain-Barré syndrome","Edition5"
"6","G611","4","Serum neuropathy","Edition5"
"6","G618","4","Other inflammatory polyneuropathies","Edition5"
"6","G619","4","Inflammatory polyneuropathy, unspecified","Edition5"
"6","G62","3","Other polyneuropathies","Edition5"
"6","G620","4","Drug-induced polyneuropathy","Edition5"
"6","G621","4","Alcoholic polyneuropathy","Edition5"
"6","G622","4","Polyneuropathy due to other toxic agents","Edition5"
"6","G628","4","Other specified polyneuropathies","Edition5"
"6","G629","4","Polyneuropathy, unspecified","Edition5"
"6","G63","3","Polyneuropathy in diseases classified elsewhere","Edition5"
"6","G630","4","Polyneuropathy in infectious and parasitic diseases classified elsewhere","Edition5"
"6","G631","4","Polyneuropathy in neoplastic disease","Edition5"
"6","G632","4","Diabetic polyneuropathy","Edition5"
"6","G633","4","Polyneuropathy in other endocrine and metabolic diseases","Edition5"
"6","G634","4","Polyneuropathy in nutritional deficiency","Edition5"
"6","G635","4","Polyneuropathy in systemic connective tissue disorders","Edition5"
"6","G636","4","Polyneuropathy in other musculoskeletal disorders","Edition5"
"6","G638","4","Polyneuropathy in other diseases classified elsewhere","Edition5"
"6","G64","3","Other disorders of peripheral nervous system","Edition5"
"6","G64X","4","Other disorders of peripheral nervous system","Edition5"
"6","G70","3","Myasthenia gravis and other myoneural disorders","Edition5"
"6","G700","4","Myasthenia gravis","Edition5"
"6","G701","4","Toxic myoneural disorders","Edition5"
"6","G702","4","Congenital and developmental myasthenia","Edition5"
"6","G708","4","Other specified myoneural disorders","Edition5"
"6","G709","4","Myoneural disorder, unspecified","Edition5"
"6","G71","3","Primary disorders of muscles","Edition5"
"6","G710","4","Muscular dystrophy","Edition5"
"6","G711","4","Myotonic disorders","Edition5"
"6","G712","4","Congenital myopathies","Edition5"
"6","G713","4","Mitochondrial myopathy, not elsewhere classified","Edition5"
"6","G718","4","Other primary disorders of muscles","Edition5"
"6","G719","4","Primary disorder of muscle, unspecified","Edition5"
"6","G72","3","Other myopathies","Edition5"
"6","G720","4","Drug-induced myopathy","Edition5"
"6","G721","4","Alcoholic myopathy","Edition5"
"6","G722","4","Myopathy due to other toxic agents","Edition5"
"6","G723","4","Periodic paralysis","Edition5"
"6","G724","4","Inflammatory myopathy, not elsewhere classified","Edition5"
"6","G728","4","Other specified myopathies","Edition5"
"6","G729","4","Myopathy, unspecified","Edition5"
"6","G73","3","Disorders of myoneural junction and muscle in diseases classified elsewhere","Edition5"
"6","G730","4","Myasthenic syndromes in endocrine diseases","Edition5"
"6","G731","4","Lambert-Eaton syndrome","Edition5"
"6","G732","4","Other myasthenic syndromes in neoplastic disease","Edition5"
"6","G733","4","Myasthenic syndromes in other diseases classified elsewhere","Edition5"
"6","G734","4","Myopathy in infectious and parasitic diseases classified elsewhere","Edition5"
"6","G735","4","Myopathy in endocrine diseases","Edition5"
"6","G736","4","Myopathy in metabolic diseases","Edition5"
"6","G737","4","Myopathy in other diseases classified elsewhere","Edition5"
"6","G80","3","Cerebral palsy","Edition5"
"6","G800","4","Spastic quadriplegic cerebral palsy","Edition5"
"6","G801","4","Spastic diplegic cerebral palsy","Edition5"
"6","G802","4","Spastic hemiplegic cerebral palsy","Edition5"
"6","G803","4","Dyskinetic cerebral palsy","Edition5"
"6","G804","4","Ataxic cerebral palsy","Edition5"
"6","G808","4","Other cerebral palsy","Edition5"
"6","G809","4","Cerebral palsy, unspecified","Edition5"
"6","G81","3","Hemiplegia","Edition5"
"6","G810","4","Flaccid hemiplegia","Edition5"
"6","G811","4","Spastic hemiplegia","Edition5"
"6","G819","4","Hemiplegia, unspecified","Edition5"
"6","G82","3","Paraplegia and tetraplegia","Edition5"
"6","G820","4","Flaccid paraplegia","Edition5"
"6","G821","4","Spastic paraplegia","Edition5"
"6","G822","4","Paraplegia, unspecified","Edition5"
"6","G823","4","Flaccid tetraplegia","Edition5"
"6","G824","4","Spastic tetraplegia","Edition5"
"6","G825","4","Tetraplegia, unspecified","Edition5"
"6","G83","3","Other paralytic syndromes","Edition5"
"6","G830","4","Diplegia of upper limbs","Edition5"
"6","G831","4","Monoplegia of lower limb","Edition5"
"6","G832","4","Monoplegia of upper limb","Edition5"
"6","G833","4","Monoplegia, unspecified","Edition5"
"6","G834","4","Cauda equina syndrome","Edition5"
"6","G835","4","Locked-in syndrome","Edition5"
"6","G838","4","Other specified paralytic syndromes","Edition5"
"6","G839","4","Paralytic syndrome, unspecified","Edition5"
"6","G90","3","Disorders of autonomic nervous system","Edition5"
"6","G900","4","Idiopathic peripheral autonomic neuropathy","Edition5"
"6","G901","4","Familial dysautonomia [Riley-Day]","Edition5"
"6","G902","4","Horner syndrome","Edition5"
"6","G903","4","Multi-system degeneration","Edition4"
"6","G904","4","Autonomic dysreflexia","Edition5"
"6","G908","4","Other disorders of autonomic nervous system","Edition5"
"6","G909","4","Disorder of autonomic nervous system, unspecified","Edition5"
"6","G91","3","Hydrocephalus","Edition5"
"6","G910","4","Communicating hydrocephalus","Edition5"
"6","G911","4","Obstructive hydrocephalus","Edition5"
"6","G912","4","Normal-pressure hydrocephalus","Edition5"
"6","G913","4","Post-traumatic hydrocephalus, unspecified","Edition5"
"6","G918","4","Other hydrocephalus","Edition5"
"6","G919","4","Hydrocephalus, unspecified","Edition5"
"6","G92","3","Toxic encephalopathy","Edition5"
"6","G92X","4","Toxic encephalopathy","Edition5"
"6","G93","3","Other disorders of brain","Edition5"
"6","G930","4","Cerebral cysts","Edition5"
"6","G931","4","Anoxic brain damage, not elsewhere classified","Edition5"
"6","G932","4","Benign intracranial hypertension","Edition5"
"6","G933","4","Postviral fatigue syndrome","Edition5"
"6","G934","4","Encephalopathy, unspecified","Edition5"
"6","G935","4","Compression of brain","Edition5"
"6","G936","4","Cerebral oedema","Edition5"
"6","G937","4","Reye syndrome","Edition5"
"6","G938","4","Other specified disorders of brain","Edition5"
"6","G939","4","Disorder of brain, unspecified","Edition5"
"6","G94","3","Other disorders of brain in diseases classified elsewhere","Edition5"
"6","G940","4","Hydrocephalus in infectious and parasitic diseases classified elsewhere","Edition5"
"6","G941","4","Hydrocephalus in neoplastic disease","Edition5"
"6","G942","4","Hydrocephalus in other diseases classified elsewhere","Edition5"
"6","G948","4","Other specified disorders of brain in diseases classified elsewhere","Edition5"
"6","G95","3","Other diseases of spinal cord","Edition5"
"6","G950","4","Syringomyelia and syringobulbia","Edition5"
"6","G951","4","Vascular myelopathies","Edition5"
"6","G952","4","Cord compression, unspecified","Edition5"
"6","G958","4","Other specified diseases of spinal cord","Edition5"
"6","G959","4","Disease of spinal cord, unspecified","Edition5"
"6","G96","3","Other disorders of central nervous system","Edition5"
"6","G960","4","Cerebrospinal fluid leak","Edition5"
"6","G961","4","Disorders of meninges, not elsewhere classified","Edition5"
"6","G968","4","Other specified disorders of central nervous system","Edition5"
"6","G969","4","Disorder of central nervous system, unspecified","Edition5"
"6","G97","3","Postprocedural disorders of nervous system, not elsewhere classified","Edition5"
"6","G970","4","Cerebrospinal fluid leak from spinal puncture","Edition5"
"6","G971","4","Other reaction to spinal and lumbar puncture","Edition5"
"6","G972","4","Intracranial hypotension following ventricular shunting","Edition5"
"6","G978","4","Other postprocedural disorders of nervous system","Edition5"
"6","G979","4","Postprocedural disorder of nervous system, unspecified","Edition5"
"6","G98","3","Other disorders of nervous system, not elsewhere classified","Edition5"
"6","G98X","4","Other disorders of nervous system, not elsewhere classified","Edition5"
"6","G99","3","Other disorders of nervous system in diseases classified elsewhere","Edition5"
"6","G990","4","Autonomic neuropathy in endocrine and metabolic diseases","Edition5"
"6","G991","4","Other disorders of autonomic nervous system in other diseases classified elsewhere","Edition5"
"6","G992","4","Myelopathy in diseases classified elsewhere","Edition5"
"6","G998","4","Other specified disorders of nervous system in diseases classified elsewhere","Edition5"
"7","H00","3","Hordeolum and chalazion","Edition5"
"7","H000","4","Hordeolum and other deep inflammation of eyelid","Edition5"
"7","H001","4","Chalazion","Edition5"
"7","H01","3","Other inflammation of eyelid","Edition5"
"7","H010","4","Blepharitis","Edition5"
"7","H011","4","Noninfectious dermatoses of eyelid","Edition5"
"7","H018","4","Other specified inflammation of eyelid","Edition5"
"7","H019","4","Inflammation of eyelid, unspecified","Edition5"
"7","H02","3","Other disorders of eyelid","Edition5"
"7","H020","4","Entropion and trichiasis of eyelid","Edition5"
"7","H021","4","Ectropion of eyelid","Edition5"
"7","H022","4","Lagophthalmos","Edition5"
"7","H023","4","Blepharochalasis","Edition5"
"7","H024","4","Ptosis of eyelid","Edition5"
"7","H025","4","Other disorders affecting eyelid function","Edition5"
"7","H026","4","Xanthelasma of eyelid","Edition5"
"7","H027","4","Other degenerative disorders of eyelid and periocular area","Edition5"
"7","H028","4","Other specified disorders of eyelid","Edition5"
"7","H029","4","Disorder of eyelid, unspecified","Edition5"
"7","H03","3","Disorders of eyelid in diseases classified elsewhere","Edition5"
"7","H030","4","Parasitic infestation of eyelid in diseases classified elsewhere","Edition5"
"7","H031","4","Involvement of eyelid in other infectious diseases classified elsewhere","Edition5"
"7","H038","4","Involvement of eyelid in other diseases classified elsewhere","Edition5"
"7","H04","3","Disorders of lacrimal system","Edition5"
"7","H040","4","Dacryoadenitis","Edition5"
"7","H041","4","Other disorders of lacrimal gland","Edition5"
"7","H042","4","Epiphora","Edition5"
"7","H043","4","Acute and unspecified inflammation of lacrimal passages","Edition5"
"7","H044","4","Chronic inflammation of lacrimal passages","Edition5"
"7","H045","4","Stenosis and insufficiency of lacrimal passages","Edition5"
"7","H046","4","Other changes in lacrimal passages","Edition5"
"7","H048","4","Other disorders of lacrimal system","Edition5"
"7","H049","4","Disorder of lacrimal system, unspecified","Edition5"
"7","H05","3","Disorders of orbit","Edition5"
"7","H050","4","Acute inflammation of orbit","Edition5"
"7","H051","4","Chronic inflammatory disorders of orbit","Edition5"
"7","H052","4","Exophthalmic conditions","Edition5"
"7","H053","4","Deformity of orbit","Edition5"
"7","H054","4","Enophthalmos","Edition5"
"7","H055","4","Retained (old) foreign body following penetrating wound of orbit","Edition5"
"7","H058","4","Other disorders of orbit","Edition5"
"7","H059","4","Disorder of orbit, unspecified","Edition5"
"7","H06","3","Disorders of lacrimal system and orbit in diseases classified elsewhere","Edition5"
"7","H060","4","Disorders of lacrimal system in diseases classified elsewhere","Edition5"
"7","H061","4","Parasitic infestation of orbit in diseases classified elsewhere","Edition5"
"7","H062","4","Dysthyroid exophthalmos","Edition5"
"7","H063","4","Other disorders of orbit in diseases classified elsewhere","Edition5"
"7","H10","3","Conjunctivitis","Edition5"
"7","H100","4","Mucopurulent conjunctivitis","Edition5"
"7","H101","4","Acute atopic conjunctivitis","Edition5"
"7","H102","4","Other acute conjunctivitis","Edition5"
"7","H103","4","Acute conjunctivitis, unspecified","Edition5"
"7","H104","4","Chronic conjunctivitis","Edition5"
"7","H105","4","Blepharoconjunctivitis","Edition5"
"7","H108","4","Other conjunctivitis","Edition5"
"7","H109","4","Conjunctivitis, unspecified","Edition5"
"7","H11","3","Other disorders of conjunctiva","Edition5"
"7","H110","4","Pterygium","Edition5"
"7","H111","4","Conjunctival degenerations and deposits","Edition5"
"7","H112","4","Conjunctival scars","Edition5"
"7","H113","4","Conjunctival haemorrhage","Edition5"
"7","H114","4","Other conjunctival vascular disorders and cysts","Edition5"
"7","H118","4","Other specified disorders of conjunctiva","Edition5"
"7","H119","4","Disorder of conjunctiva, unspecified","Edition5"
"7","H13","3","Disorders of conjunctiva in diseases classified elsewhere","Edition5"
"7","H130","4","Filarial infection of conjunctiva","Edition5"
"7","H131","4","Conjunctivitis in infectious and parasitic diseases classified elsewhere","Edition5"
"7","H132","4","Conjunctivitis in other diseases classified elsewhere","Edition5"
"7","H133","4","Ocular pemphigoid","Edition5"
"7","H138","4","Other disorders of conjunctiva in diseases classified elsewhere","Edition5"
"7","H15","3","Disorders of sclera","Edition5"
"7","H150","4","Scleritis","Edition5"
"7","H151","4","Episcleritis","Edition5"
"7","H158","4","Other disorders of sclera","Edition5"
"7","H159","4","Disorder of sclera, unspecified","Edition5"
"7","H16","3","Keratitis","Edition5"
"7","H160","4","Corneal ulcer","Edition5"
"7","H161","4","Other superficial keratitis without conjunctivitis","Edition5"
"7","H162","4","Keratoconjunctivitis","Edition5"
"7","H163","4","Interstitial and deep keratitis","Edition5"
"7","H164","4","Corneal neovascularization","Edition5"
"7","H168","4","Other keratitis","Edition5"
"7","H169","4","Keratitis, unspecified","Edition5"
"7","H17","3","Corneal scars and opacities","Edition5"
"7","H170","4","Adherent leukoma","Edition5"
"7","H171","4","Other central corneal opacity","Edition5"
"7","H178","4","Other corneal scars and opacities","Edition5"
"7","H179","4","Corneal scar and opacity, unspecified","Edition5"
"7","H18","3","Other disorders of cornea","Edition5"
"7","H180","4","Corneal pigmentations and deposits","Edition5"
"7","H181","4","Bullous keratopathy","Edition5"
"7","H182","4","Other corneal oedema","Edition5"
"7","H183","4","Changes in corneal membranes","Edition5"
"7","H184","4","Corneal degeneration","Edition5"
"7","H185","4","Hereditary corneal dystrophies","Edition5"
"7","H186","4","Keratoconus","Edition5"
"7","H187","4","Other corneal deformities","Edition5"
"7","H188","4","Other specified disorders of cornea","Edition5"
"7","H189","4","Disorder of cornea, unspecified","Edition5"
"7","H19","3","Disorders of sclera and cornea in diseases classified elsewhere","Edition5"
"7","H190","4","Scleritis and episcleritis in diseases classified elsewhere","Edition5"
"7","H191","4","Herpesviral keratitis and keratoconjunctivitis","Edition5"
"7","H192","4","Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere","Edition5"
"7","H193","4","Keratitis and keratoconjunctivitis in other diseases classified elsewhere","Edition5"
"7","H198","4","Other disorders of sclera and cornea in diseases classified elsewhere","Edition5"
"7","H20","3","Iridocyclitis","Edition5"
"7","H200","4","Acute and subacute iridocyclitis","Edition5"
"7","H201","4","Chronic iridocyclitis","Edition5"
"7","H202","4","Lens-induced iridocyclitis","Edition5"
"7","H208","4","Other iridocyclitis","Edition5"
"7","H209","4","Iridocyclitis, unspecified","Edition5"
"7","H21","3","Other disorders of iris and ciliary body","Edition5"
"7","H210","4","Hyphaema","Edition5"
"7","H211","4","Other vascular disorders of iris and ciliary body","Edition5"
"7","H212","4","Degeneration of iris and ciliary body","Edition5"
"7","H213","4","Cyst of iris, ciliary body and anterior chamber","Edition5"
"7","H214","4","Pupillary membranes","Edition5"
"7","H215","4","Other adhesions and disruptions of iris and ciliary body","Edition5"
"7","H218","4","Other specified disorders of iris and ciliary body","Edition5"
"7","H219","4","Disorder of iris and ciliary body, unspecified","Edition5"
"7","H22","3","Disorders of iris and ciliary body in diseases classified elsewhere","Edition5"
"7","H220","4","Iridocyclitis in infectious and parasitic diseases classified elsewhere","Edition5"
"7","H221","4","Iridocyclitis in other diseases classified elsewhere","Edition5"
"7","H228","4","Other disorders of iris and ciliary body in diseases classified elsewhere","Edition5"
"7","H25","3","Senile cataract","Edition5"
"7","H250","4","Senile incipient cataract","Edition5"
"7","H251","4","Senile nuclear cataract","Edition5"
"7","H252","4","Senile cataract, morgagnian type","Edition5"
"7","H258","4","Other senile cataract","Edition5"
"7","H259","4","Senile cataract, unspecified","Edition5"
"7","H26","3","Other cataract","Edition5"
"7","H260","4","Infantile, juvenile and presenile cataract","Edition5"
"7","H261","4","Traumatic cataract","Edition5"
"7","H262","4","Complicated cataract","Edition5"
"7","H263","4","Drug-induced cataract","Edition5"
"7","H264","4","After-cataract","Edition5"
"7","H268","4","Other specified cataract","Edition5"
"7","H269","4","Cataract, unspecified","Edition5"
"7","H27","3","Other disorders of lens","Edition5"
"7","H270","4","Aphakia","Edition5"
"7","H271","4","Dislocation of lens","Edition5"
"7","H278","4","Other specified disorders of lens","Edition5"
"7","H279","4","Disorder of lens, unspecified","Edition5"
"7","H28","3","Cataract and other disorders of lens in diseases classified elsewhere","Edition5"
"7","H280","4","Diabetic cataract","Edition5"
"7","H281","4","Cataract in other endocrine, nutritional and metabolic diseases","Edition5"
"7","H282","4","Cataract in other diseases classified elsewhere","Edition5"
"7","H288","4","Other disorders of lens in diseases classified elsewhere","Edition5"
"7","H30","3","Chorioretinal inflammation","Edition5"
"7","H300","4","Focal chorioretinal inflammation","Edition5"
"7","H301","4","Disseminated chorioretinal inflammation","Edition5"
"7","H302","4","Posterior cyclitis","Edition5"
"7","H308","4","Other chorioretinal inflammations","Edition5"
"7","H309","4","Chorioretinal inflammation, unspecified","Edition5"
